A 313 200 000 UI POUR CENT, pommade
TELMISARTAN/HYDROCHLOROTHIAZIDE CRISTERS 80 mg/25 mg, comprimé
TELMISARTAN/HYDROCHLOROTHIAZIDE EG 40 mg/12,5 mg, comprimé
TELMISARTAN/HYDROCHLOROTHIAZIDE EG 80 mg/12,5 mg, comprimé
TELMISARTAN/HYDROCHLOROTHIAZIDE EG 80 mg/25 mg, comprimé
TELMISARTAN/HYDROCHLOROTHIAZIDE MYLAN PHARMA 40 mg/12,5 mg, comprimé
TELMISARTAN/HYDROCHLOROTHIAZIDE MYLAN PHARMA 80 mg/12,5 mg, comprimé
TELMISARTAN/HYDROCHLOROTHIAZIDE MYLAN PHARMA 80 mg/25 mg, comprimé
TELMISARTAN/HYDROCHLOROTHIAZIDE SANDOZ 40 mg/12,5 mg, comprimé
TELMISARTAN/HYDROCHLOROTHIAZIDE SANDOZ 80 mg/12,5 mg, comprimé
TELMISARTAN/HYDROCHLOROTHIAZIDE SANDOZ 80 mg/25 mg, comprimé
TELMISARTAN/HYDROCHLOROTHIAZIDE TEVA SANTE 40 mg/12,5 mg, comprimé
TELMISARTAN/HYDROCHLOROTHIAZIDE TEVA SANTE 80 mg/25 mg, comprimé
TELMISARTAN/HYDROCHLOROTHIAZIDE ZENTIVA 40 mg/12,5 mg, comprimé
TELMISARTAN/HYDROCHLOROTHIAZIDE ZENTIVA 80 mg/12,5 mg, comprimé
TELMISARTAN/HYDROCHLOROTHIAZIDE ZENTIVA 80 mg/25 mg, comprimé
TELMISARTAN/HYDROCHLOROTHIAZIDE ZYDUS 40 mg/12,5 mg, comprimé
TELMISARTAN/HYDROCHLOROTHIAZIDE ZYDUS 80 mg/12,5 mg, comprimé
TELMISARTAN/HYDROCHLOROTHIAZIDE ZYDUS 80 mg/25 mg, comprimé
TELZIR 50 mg/ml, suspension buvable
TELZIR 700 mg, comprimé pelliculé
TEMERIT 5 mg, comprimé quadrisécable
TEMERITDUO 5 mg/12,5 mg, comprimé pelliculé
TEMERITDUO 5 mg/25 mg, comprimé pelliculé
TEMESTA 1 mg, comprimé sécable
TEMESTA 2,5 mg, comprimé sécable
TEMGESIC 0,2 mg, comprimé sublingual
TEMGESIC 0,3 mg/ml, solution injectable
TEMODAL 100 mg, gélule
TEMODAL 140 mg, gélule
TEMODAL 180 mg, gélule
TEMODAL 2,5 mg/ml, poudre pour solution pour perfusion
TEMODAL 20 mg, gélule
TEMODAL 250 mg, gélule
TEMODAL 5 mg, gélule
TEMOZOLOMIDE ACCORD 100 mg, gélule
TEMOZOLOMIDE ACCORD 140 mg, gélule
TEMOZOLOMIDE ACCORD 180 mg, gélule
TEMOZOLOMIDE ACCORD 20 mg, gélule
TEMOZOLOMIDE ACCORD 250 mg, gélule
TEMOZOLOMIDE ACCORD 5 mg, gélule
TEMOZOLOMIDE MYLAN 100 mg, gélule
TEMOZOLOMIDE MYLAN 140 mg, gélule
TEMOZOLOMIDE MYLAN 180 mg, gélule
TEMOZOLOMIDE MYLAN 20 mg, gélule
TEMOZOLOMIDE MYLAN 250 mg, gélule
TEMOZOLOMIDE MYLAN 5 mg, gélule
TEMOZOLOMIDE SUN 100 mg, gélule
TEMOZOLOMIDE SUN 140 mg, gélule
TEMOZOLOMIDE SUN 180 mg, gélule
TEMOZOLOMIDE SUN 20 mg, gélule
TEMOZOLOMIDE SUN 250 mg, gélule
TEMOZOLOMIDE SUN 5 mg, gélule
TEMOZOLOMIDE TEVA 100 mg, gélule
TEMOZOLOMIDE TEVA 140 mg, gélule
TEMOZOLOMIDE TEVA 180 mg, gélule
TEMOZOLOMIDE TEVA 20 mg, gélule
TEMOZOLOMIDE TEVA 250 mg, gélule
TEMOZOLOMIDE TEVA 5 mg, gélule
TENDOL 1 %, gel
TENORDATE, gélule
TENORETIC 50 mg/12,5 mg, comprimé pelliculé sécable
TENORMINE 100 mg, comprimé enrobé sécable
TENORMINE 5 mg/10 ml, solution injectable IV en ampoule
TENORMINE 50 mg, comprimé pelliculé sécable
TENSIONORME, comprimé sécable
TENSTATEN 50 mg, gélule
TEOULA 15 mg, comprimé pelliculé
TEOULA 30 mg, comprimé pelliculé
TEOULA 60 mg, comprimé pelliculé
TEOULA 7,5 mg, comprimé pelliculé
TEPADINA 100 mg, poudre pour concentré pour solution pour perfusion
TEPADINA 15 mg, poudre pour concentré pour solution pour perfusion
TERALITHE 250 mg, comprimé sécable
TERALITHE LP 400 mg, comprimé sécable à libération prolongée
TERAZOSINE BIOGARAN 5 mg, comprimé
TERAZOSINE MYLAN 5 mg, comprimé
TERAZOSINE TEVA 5 mg, comprimé
TERBINAFINE ALMUS 250 mg, comprimé sécable
TERBINAFINE ALTER 250 mg, comprimé sécable
TERBINAFINE ARROW 1 %, crème
TERBINAFINE ARROW 250 mg, comprimé
TERBINAFINE ARROW LAB 250 mg, comprimé sécable
TERBINAFINE BAILLEUL 250 mg, comprimé
TERBINAFINE BIOGARAN 1 %, crème
TERBINAFINE BIOGARAN 250 mg, comprimé sécable
TERBINAFINE CRISTERS 250 mg, comprimé sécable
TERBINAFINE EG 1 %, crème
TERBINAFINE EG 250 mg, comprimé sécable
TERBINAFINE EVOLUGEN 250 mg, comprimé sécable
TERBINAFINE ISOMED 250 mg, comprimé sécable
TERBINAFINE LICONSA 250 mg, comprimé sécable
TERBINAFINE MYLAN 1%, crème
TERBINAFINE MYLAN 250 mg, comprimé sécable
TERBINAFINE PFIZER 250 mg, comprimé sécable
TERBINAFINE PIERRE FABRE 1 %, crème
TERBINAFINE RATIOPHARM 250 mg, comprimé sécable
TERBINAFINE RPG 250 mg, comprimé sécable
TERBINAFINE SANDOZ 250 mg, comprimé sécable
TERBINAFINE TEVA 250 mg, comprimé sécable
TERBINAFINE ZENTIVA 250 mg, comprimé sécable
TERBINAFINE ZYDUS 250 mg, comprimé sécable
TERBUTALINE ARROW 5 mg/2 ml, solution pour inhalation par nébuliseur en récipient unidose
TERBUTALINE BIOGARAN 5 mg/2 ml, solution pour inhalation par nébuliseur en récipient unidose
TERBUTALINE MYLAN 5 mg/2 ml, solution pour inhalation par nébuliseur en récipient unidose
TERBUTALINE SANDOZ 5 mg/2 ml, solution pour inhalation par nébuliseur en récipient unidose
TERCIAN 100 mg, comprimé pelliculé sécable
TERCIAN 25 mg, comprimé pelliculé sécable
TERCIAN 40 mg/ml, solution buvable en gouttes
TERCIAN 50 mg/5 ml, solution injectable en ampoule
TERGYNAN, comprimé vaginal
TERLOMEXIN 200 mg, capsule molle vaginale
TERPINE GONNON 0,5 POUR CENT, solution buvable
TERPONE, sirop
TESTOPATCH 1,2 mg/24 heures, dispositif transdermique
TESTOPATCH 1,8 mg/24 heures, dispositif transdermique
TESTOPATCH 2,4 mg/24 heures, dispositif transdermique
TETAGRIP, suspension injectable en seringue préremplie, vaccin tétanique et grippal inactivé à virion fragmenté
TETMODIS 25 mg, comprimé sécable
TETRACAINE 1 POUR CENT THEA, collyre en solution en récipient unidose
TETRALYSAL 150 mg, gélule
TETRALYSAL 300 mg, gélule
TETRAVAC-ACELLULAIRE, suspension injectable en seringue préremplie. Vaccin diphtérique, tétanique, coquelucheux acellulaire et poliomyélitique (inactivé), adsorbé
TETRAZEPAM ARROW 50 mg, comprimé pelliculé sécable
TETRAZEPAM BIOGARAN 50 mg, comprimé pelliculé sécable
TETRAZEPAM CRISTERS 50 mg, comprimé pelliculé sécable
TETRAZEPAM EG 50 mg, comprimé pelliculé sécable
TETRAZEPAM MYLAN 50 mg, comprimé pelliculé sécable
TETRAZEPAM RATIOPHARM 50 mg, comprimé enrobé sécable
TETRAZEPAM RPG 50 mg, comprimé pelliculé sécable
TETRAZEPAM SANDOZ 50 mg, comprimé pelliculé sécable
TETRAZEPAM TEVA 50 mg, comprimé pelliculé sécable
TETRAZEPAM ZENTIVA 50 mg, comprimé pelliculé sécable
TETRAZEPAM ZYDUS 50 mg, comprimé enrobé sécable
TEUCRIUM SCORODONIA BOIRON, degré de dilution compris entre 3CH et 30CH ou entre 6DH et 60DH
TEUCRIUM SCORODONIA WELEDA, degré de dilution compris entre 3CH et 30CH ou entre 5DH et 60DH
TEVAGRASTIM 30 MUI/0,5 ml, solution injectable ou pour perfusion
TEVAGRASTIM 48 MUI/0,8 ml, solution injectable ou pour perfusion
TEVETEN 300 mg, comprimé pelliculé
TEXODIL 200 mg, comprimé pelliculé
TEYSUNO 15 mg/4,35 mg/11,8 mg, gélule
TEYSUNO 20 mg/5,8 mg/15,8 mg, gélule
THAIS 100 microgrammes/24 heures, dispositif transdermique
THAIS 25 microgrammes/24 heures, dispositif transdermique
THAIS 50 microgrammes/24 heures, dispositif transdermique
THAISSEPT 25 microgrammes/24 heures, dispositif transdermique
THAISSEPT 50 microgrammes/24 heures, dispositif transdermique
THAISSEPT 75 microgrammes/24 heures, dispositif transdermique
THALIDOMIDE CELGENE 50 mg, gélule
THEINOL, solution buvable
THEOSTAT 100 mg A LIBERATION PROLONGEE, comprimé sécable
THEOSTAT 200 mg A LIBERATION PROLONGEE, comprimé sécable
THEOSTAT 300 mg A LIBERATION PROLONGEE, comprimé sécable
THERACAP131, Iodure(131I) de sodium pour thérapie, gélule
THERALENE 0,05 POUR CENT, sirop
THERALENE 4 POUR CENT, solution buvable en gouttes
THERALENE 5 mg, comprimé pelliculé sécable
THIOCOLCHICOSIDE ALMUS 4 mg, comprimé
THIOCOLCHICOSIDE ALTER 4 mg, comprimé
THIOCOLCHICOSIDE ARROW 4 mg, comprimé
THIOCOLCHICOSIDE BIOGARAN 4 mg, comprimé
THIOCOLCHICOSIDE CRISTERS 4 mg, comprimé
THIOCOLCHICOSIDE EG 4 mg, comprimé sécable
THIOCOLCHICOSIDE MYLAN 4 mg, comprimé
THIOCOLCHICOSIDE QUIVER 4 mg, comprimé
THIOCOLCHICOSIDE RATIOPHARM 4 mg, comprimé sécable
THIOCOLCHICOSIDE SANDOZ 4 mg, comprimé
THIOCOLCHICOSIDE TEVA 4 mg, comprimé
THIOCOLCHICOSIDE ZENTIVA 4 mg, comprimé
THIOPECTOL ADULTES, sirop
THIOPHENICOL 750 mg, poudre et solvant pour préparation injectable
THIOPHENICOL, comprimé enrobé
THIOTEPA GENOPHARM 15 mg, lyophilisat pour usage parentéral
THIOVALONE, suspension pour pulvérisation buccale
THUYA OCCIDENTALIS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
THUYA OCCIDENTALIS FERRIER, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
THUYA OCCIDENTALIS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
THUYA OCCIDENTALIS WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
THYMOGLOBULINE 5 mg/ml, poudre pour solution à diluer pour perfusion
THYMULINE BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH
THYROGEN 0,9 mg, poudre pour solution injectable
THYROZOL 10 mg, comprimé pelliculé
THYROZOL 20 mg, comprimé pelliculé
THYROZOL 5 mg, comprimé pelliculé
TIADILON 100 mg, gélule
TIANEPTINE BIOGARAN 12,5 mg, comprimé enrobé
TIANEPTINE MYLAN PHARMA 12,5 mg, comprimé enrobé
TIAPRIDAL 100 mg, comprimé sécable
TIAPRIDAL 100 mg/2 ml, solution injectable
TIAPRIDAL 5 mg/goutte, solution buvable en gouttes
TIAPRIDE MYLAN 100 mg, comprimé sécable
TIAPRIDE SANDOZ 100 mg, comprimé sécable
TIBERAL 1 g, solution injectable pour perfusion
TIBERAL 500 mg, solution injectable pour perfusion
TIBERAL, comprimé
TICARPEN 5 g, poudre pour solution injectable (I.V.)
TICLID 250 mg, comprimé pelliculé
TICLOPIDINE ARROW 250 mg, comprimé pelliculé
TICLOPIDINE EG 250 mg, comprimé pelliculé
TICLOPIDINE MYLAN 250 mg, comprimé pelliculé
TICLOPIDINE SANDOZ 250 mg, comprimé pelliculé
TICLOPIDINE TEVA 250 mg, comprimé pelliculé
TICOVAC 0,25 ml ENFANTS, suspension injectable en seringue préremplie. Vaccin de l'encéphalite à tiques (virus entier inactivé)
TICOVAC 0,5 ml ADULTES, suspension injectable en seringue préremplie. Vaccin de l'encéphalite à tiques (virus entier inactivé)
TIENAM 500 mg/500 mg, poudre pour solution pour perfusion
TIGREAT 2,5 mg, comprimé pelliculé
TILAVIST 2 POUR CENT, collyre
TILCOTIL 20 mg, comprimé pelliculé sécable
TILDIEM 100 mg, poudre pour solution injectable (I.V.)
TILDIEM 25 mg, poudre et solution pour préparation injectable I.V.
TILDIEM 60 mg, comprimé
TILIA EUROPAEA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
TIMABAK 0,10 %, collyre en solution
TIMABAK 0,25 %, collyre en solution
TIMABAK 0,50 %, collyre en solution
TIMACOR 10 mg, comprimé sécable
TIMOCOMOD 0,25 POUR CENT, collyre en solution
TIMOCOMOD 0,50 POUR CENT, collyre en solution
TIMOFEROL, gélule
TIMOLOL ALCON 0,50 POUR CENT, collyre
TIMOLOL SANDOZ 0,10 POUR CENT, collyre en solution
TIMOLOL SANDOZ 0,25 POUR CENT, collyre en solution
TIMOLOL SANDOZ 0,50 POUR CENT, collyre en solution
TIMOLOL TEVA 0,25 %, collyre en solution
TIMOLOL TEVA 0,50 %, collyre en solution
TIMOPTOL 0,25 %, collyre en solution
TIMOPTOL 0,50 %, collyre en solution
TIMOPTOL L.P. 0,25 %, collyre en solution
TIMOPTOL L.P. 0,50 %, collyre en solution
TIORFAN 10 mg NOURRISSONS, poudre orale en sachet-dose
TIORFAN 100 mg, gélule
TIORFAN 30 mg ENFANTS, poudre orale en sachet-dose
TIORFANOR 175 mg, comprimé pelliculé
TIORFAST 100 mg, gélule
TIROFIBAN MEDAC 50 microgrammes/ml, solution pour perfusion
TISANE MEDIFLOR N°1 MINCEUR, plantes pour tisane en sachet-dose
TISANE MEDIFLOR N°3 DIGESTIVE, mélange de plantes pour tisane en sachet-dose
TISANE MEDIFLOR N°5 HEPATIQUE, plantes pour tisane en sachet-dose
TISANE PROVENCALE N°1, plantes pour tisane en sachet
TISSEEL, solutions pour colle
TISSUCOL KIT, poudres, solution et solvant pour colle intralésionnelle
TITANORAL 600 mg, comprimé pelliculé
TITANOREINE A LA LIDOCAINE 2 POUR CENT, crème
TITANOREINE, crème
TITANOREINE, suppositoire
TIVICAY 50 mg, comprimé pelliculé
TOBI 300 mg/5 ml, solution pour inhalation par nébuliseur
TOBI PODHALER 28 mg, poudre pour inhalation en gélule
TOBRABACT 0,3 %, collyre en solution
TOBRADEX, collyre en suspension
TOBRAMYCINE B. BRAUN 1 mg/ml, solution pour perfusion
TOBRAMYCINE B. BRAUN 3 mg/ml, solution pour perfusion
TOBRAMYCINE MYLAN 25 mg/2,5 ml, solution injectable (IM-IV) en flacon
TOBRAMYCINE MYLAN 75 mg/1,5 ml, solution injectable (IM-IV) en flacon
TOBREX 0,3 %, collyre en solution
TOBREX 0,3 %, pommade ophtalmique
TOCLASE TOUX SECHE SANS SUCRE 0,213 POUR CENT, solution buvable en flacon édulcorée au sorbitol et à la saccharine sodique
TOCO 500 mg, capsule molle
TOCOLION, capsule molle
TOCOPA, gélule
TOCOPHEROL TEVA 500 mg, capsule molle
TOCTINO 10 mg, capsule molle
TOCTINO 30 mg, capsule molle
TOFRANIL 10 mg, comprimé enrobé
TOFRANIL 25 mg, comprimé enrobé
TOLEXINE 100 mg, microgranules en comprimé
TOLEXINE 50 mg, microgranules en comprimé
TOLTERODINE ACCORD 1 mg, comprimé pelliculé
TOLTERODINE ACCORD 2 mg, comprimé pelliculé
TOLUCOMBI 40 mg/12,5 mg, comprimé
TOLUCOMBI 80 mg/12,5 mg, comprimé
TOLUCOMBI 80 mg/25 mg, comprimé
TOLURA 40 mg, comprimé
TOLURA 80 mg, comprimé
TOMUDEX 2 mg, poudre pour solution pour perfusion
TONICALCIUM ADULTES, solution buvable en ampoule
TONICALCIUM ENFANTS, solution buvable en ampoule
TONILAX, comprimé enrobé
TOPAAL, comprimé
TOPAAL, suspension buvable
TOPALGIC 100 mg/2 ml, solution injectable en ampoule
TOPALGIC 100 mg/ml, solution buvable
TOPALGIC 50 mg, gélule
TOPALGIC L.P. 100 mg, comprimé à libération prolongée
TOPALGIC L.P. 150 mg, comprimé à libération prolongée
TOPALGIC L.P. 200 mg, comprimé à libération prolongée
TOPEX 20 POUR CENT, gel pour usage dentaire
TOPIRAMATE ACCORD 100 mg, comprimé pelliculé
TOPIRAMATE ACCORD 200 mg, comprimé pelliculé
TOPIRAMATE ACCORD 25 mg, comprimé pelliculé
TOPIRAMATE ACCORD 50 mg, comprimé pelliculé
TOPIRAMATE ACTAVIS 25 mg, comprimé pelliculé
TOPIRAMATE ARROW 100 mg, comprimé pelliculé
TOPIRAMATE ARROW 200 mg, comprimé pelliculé
TOPIRAMATE ARROW 25 mg, gélule
TOPIRAMATE ARROW 50 mg, comprimé pelliculé
TOPIRAMATE ARROW 50 mg, gélules
TOPIRAMATE ARROW GENERIQUES 100 mg, comprimé pelliculé
TOPIRAMATE ARROW GENERIQUES 200 mg, comprimé pelliculé
TOPIRAMATE ARROW GENERIQUES 50 mg, comprimé pelliculé
TOPIRAMATE BIOGARAN 100 mg, comprimé pelliculé
TOPIRAMATE BIOGARAN 200 mg, comprimé pelliculé
TOPIRAMATE BIOGARAN 50 mg, comprimé pelliculé
TOPIRAMATE BLUEFISH 100 mg, comprimé pelliculé
TOPIRAMATE EG 100 mg, comprimé pelliculé
TOPIRAMATE EG 200 mg, comprimé pelliculé
TOPIRAMATE EG 50 mg, comprimé pelliculé
TOPIRAMATE MYLAN 100 mg, comprimé pelliculé
TOPIRAMATE MYLAN 200 mg, comprimé pelliculé
TOPIRAMATE MYLAN 50 mg, comprimé pelliculé
TOPIRAMATE SANDOZ 100 mg, comprimé pelliculé
TOPIRAMATE SANDOZ 200 mg, comprimé pelliculé
TOPIRAMATE SANDOZ 50 mg, comprimé pelliculé
TOPIRAMATE TEVA 100 mg, comprimé pelliculé
TOPIRAMATE TEVA 200 mg, comprimé pelliculé sécable
TOPIRAMATE TEVA 50 mg, comprimé pelliculé
TOPIRAMATE ZYDUS 100 mg, comprimé pelliculé
TOPIRAMATE ZYDUS 200 mg, comprimé pelliculé
TOPIRAMATE ZYDUS 25 mg, gélule
TOPIRAMATE ZYDUS 50 mg, comprimé pelliculé
TOPISCAB 5 %, crème
TOPLEXIL 0,33 mg/ml SANS SUCRE, solution buvable édulcorée à l'acésulfame potassique
TOPLEXIL 0,33 mg/ml, sirop
TOPOTECAN HOSPIRA 4 mg/4ml, solution à diluer pour perfusion
TOPOTECAN KABI 1 mg/ml, poudre pour solution à diluer pour perfusion
TOPOTECAN MEDAC 1 mg/ml, solution à diluer pour perfusion
TOPOTECAN MYLAN 1 mg/ml, solution à diluer pour perfusion
TOPOTECAN TEVA 4 mg/4 ml, solution à diluer pour perfusion
TOPOTECANE ACCORD 1 mg/ml, solution à diluer pour perfusion
TOPOTECANE ACCORD HEALTHCARE 4 mg, poudre pour solution à diluer pour perfusion
TOPREC 1 mg/ml ENFANTS ET NOURRISSONS, sirop
TOPREC 25 mg, comprimé
TORENTAL LP 400 mg, comprimé enrobé à libération prolongée
TORISEL 30 mg, solution à diluer et diluant pour solution pour perfusion
TOT'HEMA, solution buvable en ampoule
TOTAMINE CONCENTRE, solution pour perfusion
TOUJEO 300 unités/ml, solution injectable en stylo prérempli
TOVIAZ 4 mg, comprimé à libération prolongée
TOVIAZ 8 mg, comprimé à libération prolongée
TOXICARB, suspension buvable
TRACITRANS, solution à diluer pour perfusion
TRACLEER 125 mg, comprimé pelliculé
TRACLEER 32 mg, comprimé dispersible
TRACLEER 62,5 mg, comprimé pelliculé
TRACRIUM 25 mg/2,5 ml (1 POUR CENT), solution injectable en ampoule
TRACRIUM 250 mg/25 ml, solution injectable
TRACRIUM 50 mg/5 ml (1 POUR CENT), solution injectable en ampoule
TRACTOCILE 37,5 mg/5 ml, solution à diluer pour perfusion
TRACTOCILE 6,75 mg/0,9 ml, solution injectable
TRACUTIL, solution à diluer pour perfusion
TRAMADOL ACTAVIS 50 mg, gélule
TRAMADOL ARROW 50 mg, comprimé
TRAMADOL ARROW L.P. 100 mg, comprimé à libération prolongée
TRAMADOL ARROW L.P. 100 mg, gélule à libération prolongée
TRAMADOL ARROW L.P. 150 mg, comprimé à libération prolongée
TRAMADOL ARROW L.P. 150 mg, gélule à libération prolongée
TRAMADOL ARROW L.P. 200 mg, comprimé à libération prolongée
TRAMADOL ARROW L.P. 200 mg, gélule à libération prolongée
TRAMADOL BIOGARAN 50 mg, gélule
TRAMADOL BIOGARAN LP 100 mg, comprimé à libération prolongée
TRAMADOL BIOGARAN LP 150 mg, comprimé à libération prolongée
TRAMADOL BIOGARAN LP 200 mg, comprimé à libération prolongée
TRAMADOL CRISTERS LP 100 mg, comprimé pelliculé à libération prolongée
TRAMADOL CRISTERS LP 150 mg, comprimé pelliculé à libération prolongée
TRAMADOL CRISTERS LP 200 mg, comprimé pelliculé à libération prolongée
TRAMADOL EG 50 mg, comprimé
TRAMADOL EG L.P. 100 mg, comprimé à libération prolongée
TRAMADOL EG L.P. 150 mg, comprimé à libération prolongée
TRAMADOL EG L.P. 200 mg, comprimé à libération prolongée
TRAMADOL EVOLUGEN 50 mg, gélule
TRAMADOL LAVOISIER 50 mg/ml, solution injectable
TRAMADOL MYLAN 50 mg, comprimé effervescent
TRAMADOL MYLAN 50 mg, gélule
TRAMADOL MYLAN GENERIQUES LP 100 mg, comprimé à libération prolongée
TRAMADOL MYLAN GENERIQUES LP 150 mg, comprimé à libération prolongée
TRAMADOL MYLAN GENERIQUES LP 200 mg, comprimé à libération prolongée
TRAMADOL MYLAN PHARMA LP 100 mg, comprimé pelliculé à libération prolongée
TRAMADOL MYLAN PHARMA LP 150 mg, comprimé pelliculé à libération prolongée
TRAMADOL MYLAN PHARMA LP 200 mg, comprimé pelliculé à libération prolongée
TRAMADOL PARACETAMOL EVOLUGEN 37,5 mg/325 mg, comprimé pelliculé
TRAMADOL QUALIMED 50 mg, comprimé
TRAMADOL RANBAXY L.P. 100 mg, comprimé à libération prolongée
TRAMADOL RANBAXY L.P. 150 mg, comprimé à libération prolongée
TRAMADOL RANBAXY L.P. 200 mg, comprimé à libération prolongée
TRAMADOL SANDOZ 50 mg, comprimé
TRAMADOL SANDOZ L.P. 100 mg, comprimé pelliculé à libération prolongée
TRAMADOL SANDOZ L.P. 150 mg, comprimé pelliculé à libération prolongée
TRAMADOL SANDOZ L.P. 200 mg, comprimé pelliculé à libération prolongée
TRAMADOL TEVA 50 mg, comprimé
TRAMADOL TEVA 50 mg, comprimé effervescent
TRAMADOL TEVA 50 mg, gélule
TRAMADOL TEVA L.P. 100 mg, comprimé pelliculé à libération prolongée
TRAMADOL TEVA L.P. 150 mg, comprimé pelliculé à libération prolongée
TRAMADOL TEVA L.P. 200 mg, comprimé pelliculé à libération prolongée
TRAMADOL ZENTIVA 50 mg, comprimé effervescent
TRAMADOL ZENTIVA LP 100 mg, comprimé à libération prolongée
TRAMADOL ZENTIVA LP 150 mg, comprimé à libération prolongée
TRAMADOL ZENTIVA LP 200 mg, comprimé à libération prolongée
TRAMADOL ZENTIVA LP 50 mg, comprimé à libération prolongée
TRAMADOL ZYDUS 50 mg, gélule
TRAMADOL ZYDUS L.P. 150 mg, comprimé pelliculé à libération prolongée
TRAMADOL ZYDUS L.P. 200 mg, comprimé pelliculé à libération prolongée
TRAMADOL ZYDUS LP 100 mg, comprimé pelliculé à libération prolongée
TRAMADOL/PARACETAMOL ARROW 37,5 mg/325 mg, comprimé effervescent
TRAMADOL/PARACETAMOL ARROW GENERIQUES 37,5 mg/325 mg, comprimé pelliculé
TRAMADOL/PARACETAMOL ARROW LAB 37,5 mg/325 mg, comprimé pelliculé
TRAMADOL/PARACETAMOL BIOGARAN 37,5 mg/325 mg, comprimé pelliculé
TRAMADOL/PARACETAMOL BIPHAR 37,5 mg/325 mg, comprimé pelliculé
TRAMADOL/PARACETAMOL CRISTERS 37,5 mg/325 mg, comprimé pelliculé
TRAMADOL/PARACETAMOL EG LABO 37,5 mg/325 mg, comprimé pelliculé
TRAMADOL/PARACETAMOL GERDA 37,5 mg/325 mg, comprimé pelliculé
TRAMADOL/PARACETAMOL KRKA 37,5 mg/325 mg, comprimé pelliculé
TRAMADOL/PARACETAMOL KRKA 75 mg/650 mg, comprimé pelliculé sécable
TRAMADOL/PARACETAMOL MYLAN GENERIQUES 37,5 mg/325 mg, comprimé pelliculé
TRAMADOL/PARACETAMOL MYLAN PHARMA 37,5 mg/325 mg, comprimé pelliculé
TRAMADOL/PARACETAMOL PHR LAB 37,5 mg/325 mg, comprimé pelliculé
TRAMADOL/PARACETAMOL RANBAXY PHARMACIE GENERIQUES 37,5 mg/325 mg, comprimé pelliculé
TRAMADOL/PARACETAMOL SANDOZ 37,5 mg/325 mg, comprimé pelliculé
TRAMADOL/PARACETAMOL TEVA 37.5 mg/325 mg, comprimé pelliculé
TRAMADOL/PARACETAMOL ZENTIVA 37,5 mg/325 mg, comprimé pelliculé
TRAMADOL/PARACETAMOL ZYDUS 37,5 mg/325 mg, comprimé pelliculé
TRAMADOL/PARACETAMOL ZYDUS FRANCE 37,5 mg/325 mg, comprimé pelliculé
TRAMISAL, solution buvable
